dt,AverageTemperature,AverageTemperatureUncertainty
1982-09-01,8.331,0.186
1982-10-01,1.556,0.132
1982-11-01,-8.633,0.386
1982-12-01,-10.425,0.451
1983-01-01,-9.485,0.264
1983-02-01,-6.797,0.35
1983-03-01,-4.343,0.159
1983-04-01,2.183,0.113
1983-05-01,7.351,0.218
1983-06-01,10.341,0.294
1983-07-01,11.703,0.155
1983-08-01,11.644,0.142
1983-09-01,5.719,0.152
1983-10-01,1.428,0.189
1983-11-01,-4.836,0.247
1983-12-01,-16.821,0.21
1984-01-01,-8.827,0.303
1984-02-01,-4.923,0.196
1984-03-01,-1.696,0.225
1984-04-01,1.728,0.148
1984-05-01,4.848,0.178
1984-06-01,9.419,0.205
1984-07-01,12.07,0.268
1984-08-01,11.39,0.216
1984-09-01,5.426,0.2
1984-10-01,-0.972,0.263
1984-11-01,-8.5,0.166
1984-12-01,-15.379,0.22
1985-01-01,-8.108,0.192
1985-02-01,-10.736,0.177
1985-03-01,-3.872,0.126
1985-04-01,0.472,0.221
1985-05-01,6.692,0.267
1985-06-01,9.303,0.344
1985-07-01,13.415,0.216
1985-08-01,10.837,0.195
1985-09-01,6.087,0.276
1985-10-01,-0.071,0.172
1985-11-01,-14.119,0.17
1985-12-01,-9.135,0.51
1986-01-01,-7.586,0.277
1986-02-01,-10.823,0.31
1986-03-01,-2.022,0.265
1986-04-01,-0.312,0.228
1986-05-01,5.707,0.215
1986-06-01,10.245,0.261
1986-07-01,11.698,0.125
1986-08-01,12.272,0.21
1986-09-01,6.434,0.26
1986-10-01,3.099,0.143
1986-11-01,-7.607,0.257
1986-12-01,-7.607,0.265
1987-01-01,-8.14,0.27
1987-02-01,-5.508,0.175
1987-03-01,-4.605,0.172
1987-04-01,2.343,0.207
1987-05-01,6.5,0.198
1987-06-01,10.565,0.156
1987-07-01,12.856,0.198
1987-08-01,11.046,0.196
1987-09-01,8.776,0.203
1987-10-01,2.75,0.174
1987-11-01,-2.695,0.199
1987-12-01,-8.219,0.202
1988-01-01,-12.607,0.198
1988-02-01,-7.981,0.239
1988-03-01,-2.023,0.156
1988-04-01,2.165,0.251
1988-05-01,6.429,0.158
1988-06-01,9.765,0.237
1988-07-01,11.576,0.124
1988-08-01,11.706,0.235
1988-09-01,7.101,0.157
1988-10-01,2.768,0.174
1988-11-01,-5.305,0.281
1988-12-01,-9.517,0.242
1989-01-01,-11.642,0.289
1989-02-01,-13.065,0.319
1989-03-01,-7.3,0.15
1989-04-01,2.373,0.199
1989-05-01,6.874,0.18
1989-06-01,11.285,0.247
1989-07-01,13.157,0.177
1989-08-01,12.523,0.275
1989-09-01,8.526,0.249
1989-10-01,1.478,0.213
1989-11-01,-5.725,0.191
1989-12-01,-6.754,0.248
1990-01-01,-10.559,0.348
1990-02-01,-11.391,0.137
1990-03-01,-2.435,0.285
1990-04-01,2.236,0.099
1990-05-01,6.803,0.204
1990-06-01,10.201,0.309
1990-07-01,13.683,0.168
1990-08-01,13.116,0.157
1990-09-01,9.271,0.278
1990-10-01,-0.143,0.288
1990-11-01,-8.805,0.236
1990-12-01,-14.201,0.247
1991-01-01,-14.051,0.247
1991-02-01,-4.018,0.204
1991-03-01,-5.347,0.26
1991-04-01,2.272,0.203
1991-05-01,7.115,0.237
1991-06-01,10.092,0.183
1991-07-01,12.154,0.204
1991-08-01,12.405,0.153
1991-09-01,8.409,0.147
1991-10-01,-0.414,0.136
1991-11-01,-5.602,0.235
1991-12-01,-7.189,0.19
1992-01-01,-6.718,0.316
1992-02-01,-6.697,0.239
1992-03-01,-0.488,0.167
1992-04-01,1.812,0.232
1992-05-01,6.311,0.166
1992-06-01,11.995,0.231
1992-07-01,12.837,0.211
1992-08-01,11.842,0.216
1992-09-01,5.185,0.29
1992-10-01,0.799,0.128
1992-11-01,-4.247,0.263
1992-12-01,-14.301,0.463
1993-01-01,-14.604,0.439
1993-02-01,-8.884,0.219
1993-03-01,-2.891,0.215
1993-04-01,2.549,0.145
1993-05-01,9.008,0.311
1993-06-01,10.311,0.158
1993-07-01,11.572,0.238
1993-08-01,11.857,0.189
1993-09-01,8.241,0.229
1993-10-01,2.977,0.144
1993-11-01,-5.271,0.158
1993-12-01,-7.21,0.265
1994-01-01,-10.324,0.244
1994-02-01,-14.485,0.311
1994-03-01,-1.428,0.154
1994-04-01,2.865,0.207
1994-05-01,7.175,0.168
1994-06-01,10.325,0.196
1994-07-01,13.805,0.162
1994-08-01,13.441,0.194
1994-09-01,8.466,0.193
1994-10-01,1.743,0.157
1994-11-01,-7.282,0.179
1994-12-01,-10.791,0.36
1995-01-01,-11.545,0.249
1995-02-01,-8.317,0.233
1995-03-01,-5.187,0.192
1995-04-01,1.99,0.24
1995-05-01,8.265,0.225
1995-06-01,11.595,0.21
1995-07-01,12.667,0.197
1995-08-01,10.03,0.205
1995-09-01,9.822,0.29
1995-10-01,1.322,0.187
1995-11-01,-6.878,0.254
1995-12-01,-12.171,0.214
1996-01-01,-17.802,0.262
1996-02-01,-8.514,0.321
1996-03-01,-5.588,0.106
1996-04-01,1.391,0.228
1996-05-01,4.702,0.225
1996-06-01,9.556,0.215
1996-07-01,12.613,0.231
1996-08-01,11.574,0.182
1996-09-01,6.336,0.243
1996-10-01,-0.095,0.135
1996-11-01,-9.367,0.192
1996-12-01,-15.274,0.138
1997-01-01,-13.078,0.27
1997-02-01,-5.997,0.265
1997-03-01,-6.079,0.3
1997-04-01,0.849,0.2
1997-05-01,7.129,0.222
1997-06-01,10.296,0.213
1997-07-01,12.498,0.2
1997-08-01,12.96,0.191
1997-09-01,8.671,0.249
1997-10-01,0.449,0.19
1997-11-01,-4.062,0.262
1997-12-01,-6.024,0.345
1998-01-01,-13.871,0.399
1998-02-01,-5.475,0.319
1998-03-01,-2.98,0.194
1998-04-01,2.434,0.174
1998-05-01,9.456,0.136
1998-06-01,11.858,0.225
1998-07-01,14.434,0.106
1998-08-01,12.575,0.159
1998-09-01,8.46,0.205
1998-10-01,1.996,0.121
1998-11-01,-4.874,0.231
1998-12-01,-10.794,0.243
1999-01-01,-11.366,0.346
1999-02-01,-7.77,0.312
1999-03-01,-3.623,0.19
1999-04-01,1.4,0.227
1999-05-01,4.631,0.223
1999-06-01,9.462,0.172
1999-07-01,11.636,0.248
1999-08-01,12.419,0.153
1999-09-01,7.361,0.213
1999-10-01,1.691,0.165
1999-11-01,-4.294,0.171
1999-12-01,-7.153,0.29
2000-01-01,-12.933,0.297
2000-02-01,-7.792,0.394
2000-03-01,-2.558,0.2
2000-04-01,0.972,0.159
2000-05-01,5.15,0.181
2000-06-01,10.047,0.311
2000-07-01,12.473,0.203
2000-08-01,10.896,0.227
2000-09-01,7.045,0.197
2000-10-01,1.431,0.194
2000-11-01,-4.371,0.206
2000-12-01,-11.38,0.214
2001-01-01,-6.682,0.326
2001-02-01,-9.758,0.432
2001-03-01,-3.843,0.216
2001-04-01,1.103,0.218
2001-05-01,5.492,0.226
2001-06-01,9.283,0.251
2001-07-01,12.193,0.162
2001-08-01,12.346,0.179
2001-09-01,7.973,0.264
2001-10-01,0.67,0.097
2001-11-01,-4.84,0.16
2001-12-01,-11.347,0.232
2002-01-01,-9.987,0.314
2002-02-01,-7.64,0.347
2002-03-01,-8.953,0.243
2002-04-01,-0.972,0.118
2002-05-01,4.729,0.241
2002-06-01,11.016,0.205
2002-07-01,12.332,0.189
2002-08-01,11.483,0.24
2002-09-01,7.035,0.189
2002-10-01,1.265,0.317
2002-11-01,-2.896,0.227
2002-12-01,-7.222,0.222
2003-01-01,-8.903,0.261
2003-02-01,-8.206,0.388
2003-03-01,-5.702,0.14
2003-04-01,1.297,0.292
2003-05-01,5.799,0.237
2003-06-01,10.717,0.322
2003-07-01,13.476,0.299
2003-08-01,12.114,0.235
2003-09-01,7.617,0.288
2003-10-01,2.916,0.238
2003-11-01,-7.382,0.216
2003-12-01,-8.868,0.316
2004-01-01,-13.589,0.345
2004-02-01,-6.059,0.262
2004-03-01,-2.606,0.143
2004-04-01,2.889,0.175
2004-05-01,6.801,0.215
2004-06-01,12.436,0.308
2004-07-01,14.054,0.174
2004-08-01,12.955,0.182
2004-09-01,6.414,0.115
2004-10-01,1.204,0.247
2004-11-01,-3.948,0.249
2004-12-01,-8.546,0.271
2005-01-01,-13.081,0.24
2005-02-01,-6.682,0.339
2005-03-01,-1.717,0.276
2005-04-01,2.924,0.162
2005-05-01,8.535,0.141
2005-06-01,10.629,0.169
2005-07-01,11.932,0.174
2005-08-01,12.008,0.179
2005-09-01,7.103,0.133
2005-10-01,1.986,0.176
2005-11-01,-4.104,0.142
2005-12-01,-7.769,0.229
2006-01-01,-8.118,0.4
2006-02-01,-8.231,0.244
2006-03-01,-5.795,0.326
2006-04-01,2.137,0.244
2006-05-01,6.813,0.342
2006-06-01,11.554,0.223
2006-07-01,13.644,0.216
2006-08-01,11.414,0.212
2006-09-01,8.587,0.178
2006-10-01,1.384,0.199
2006-11-01,-10.372,0.424
2006-12-01,-7.39,0.172
2007-01-01,-9.218,0.248
2007-02-01,-9.038,0.463
2007-03-01,-5.019,0.384
2007-04-01,0.614,0.234
2007-05-01,6.235,0.126
2007-06-01,10.271,0.234
2007-07-01,13.733,0.126
2007-08-01,11.343,0.133
2007-09-01,7.086,0.23
2007-10-01,1.554,0.108
2007-11-01,-5.485,0.254
2007-12-01,-11.997,0.258
2008-01-01,-12.471,0.252
2008-02-01,-8.846,0.278
2008-03-01,-4.345,0.254
2008-04-01,-0.524,0.125
2008-05-01,7.213,0.13
2008-06-01,9.433,0.158
2008-07-01,12.091,0.179
2008-08-01,11.892,0.196
2008-09-01,7.626,0.181
2008-10-01,1.632,0.177
2008-11-01,-3.668,0.157
2008-12-01,-14.666,0.298
2009-01-01,-11.943,0.383
2009-02-01,-9.89,0.378
2009-03-01,-7.296,0.261
2009-04-01,0.721,0.288
2009-05-01,5.727,0.183
2009-06-01,11.029,0.25
2009-07-01,14.249,0.285
2009-08-01,12.619,0.21
2009-09-01,8.982,0.139
2009-10-01,0.183,0.124
2009-11-01,-4.671,0.267
2009-12-01,-13.748,0.361
2010-01-01,-9.348,0.535
2010-02-01,-5.248,0.366
2010-03-01,-1.385,0.296
2010-04-01,2.213,0.21
2010-05-01,6.283,0.237
2010-06-01,10.224,0.196
2010-07-01,13.096,0.248
2010-08-01,12.233,0.364
2010-09-01,7.054,0.136
2010-10-01,2.964,0.167
2010-11-01,-6.234,0.214
2010-12-01,-11.689,0.563
2011-01-01,-10.962,0.386
2011-02-01,-10.711,0.212
2011-03-01,-6.169,0.24
2011-04-01,-0.128,0.192
2011-05-01,6.517,0.296
2011-06-01,10.136,0.297
2011-07-01,11.586,0.252
2011-08-01,11.374,0.194
2011-09-01,8.73,0.183
2011-10-01,1.881,0.154
2011-11-01,-7.273,0.346
2011-12-01,-7.085,0.354
2012-01-01,-10.896,0.449
2012-02-01,-6.41,0.274
2012-03-01,-4.53,0.17
2012-04-01,1.721,0.318
2012-05-01,5.939,0.325
2012-06-01,9.579,0.31
2012-07-01,13.667,0.309
2012-08-01,12.909,0.279
2012-09-01,9.058,0.218
2012-10-01,-0.421,0.201
2012-11-01,-7.142,0.331
2012-12-01,-12.404,0.398
2013-01-01,-9.991,0.338
2013-02-01,-5.214,0.405
2013-03-01,-5.099,0.308
2013-04-01,-0.278,0.314
2013-05-01,7.8,0.271
2013-06-01,11.556,0.407
2013-07-01,13.366,0.201
2013-08-01,13.495,0.524
2013-09-01,10.332,2.327
