,Region,Municipality,Year,Total,source_x,value_x,sector,source_y,value_y
4356,35010,Kelowna,2008,"115,162",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4365,35016,Lake Country,2008," 10,758",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4374,35018,Peachland,2008,"  5,105",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4383,35029,West Kelowna,2008," 29,690",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4392,35999,Unincorporated Areas - Central Okanagan,2008," 14,477",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4401,37005,Lumby,2008,"  1,746",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4410,37010,Coldstream,2008," 10,110",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4419,37014,Vernon,2008," 38,151",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4428,37024,Spallumcheen,2008,"  5,133",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4437,37028,Armstrong,2008,"  4,663",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4446,37033,Enderby,2008,"  2,978",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4455,37999,Unincorporated Areas - North Okanagan,2008," 18,693",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4464,39007,Golden,2008,"  3,818",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4473,39019,Revelstoke,2008,"  7,308",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4482,39032,Salmon Arm,2008," 17,324",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4491,39045,Sicamous,2008,"  2,640",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4500,3999,Unincorporated Areas - Central Kootenay,2008," 30,843",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4509,39999,Unincorporated Areas - Columbia-Shuswap,2008," 20,891",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4518,41005,One Hundred Mile House,2008,"  1,935",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4527,41009,Williams Lake,2008," 11,321",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4536,41013,Quesnel,2008," 10,043",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4545,41025,Wells,2008,    236,BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4554,41999,Unincorporated Areas - Cariboo,2008," 41,144",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4563,43008,Alert Bay,2008,    405,BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4572,43012,Port McNeill,2008,"  2,643",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4581,43017,Port Alice,2008,    875,BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4590,43023,Port Hardy,2008,"  4,095",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4599,43999,Unincorporated Areas - Mount Waddington,2008,"  4,005",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4608,45999,Unincorporated Areas - Central Coast,2008,"  3,241",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4617,47007,Port Edward,2008,    591,BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4626,47012,Prince Rupert,2008," 13,068",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4635,47023,Masset,2008,    974,BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4644,47026,Daajing Giids,2008,    973,BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4653,47030,Port Clements,2008,    422,BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4662,47999,Unincorporated Areas - Skeena-Queen Charlotte,2008,"  3,852",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4671,49005,Kitimat,2008,"  9,026",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4680,49011,Terrace,2008," 11,751",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4689,49022,Hazelton,2008,    303,BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4698,49024,New Hazelton,2008,    648,BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4707,49032,Stewart,2008,    475,BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4716,49999,Unincorporated Areas - Kitimat-Stikine,2008," 16,969",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4725,5005,Fruitvale,2008,"  2,024",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4734,5009,Montrose,2008,"  1,045",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4743,5014,Trail,2008,"  7,552",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4752,5018,Warfield,2008,"  1,776",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4761,5023,Rossland,2008,"  3,520",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4770,5032,Grand Forks,2008,"  4,118",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4779,5037,Midway,2008,    645,BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4788,5042,Greenwood,2008,    679,BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4797,51007,Vanderhoof,2008,"  4,361",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4806,51009,Fraser Lake,2008,"  1,217",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4815,51013,Fort St. James,2008,"  1,545",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4824,51022,Burns Lake,2008,"  2,128",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4833,51032,Granisle,2008,    340,BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4842,51034,Houston,2008,"  3,296",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4851,51038,Telkwa,2008,"  1,327",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4860,51043,Smithers,2008,"  5,450",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4869,51999,Unincorporated Areas - Bulkley-Nechako,2008," 20,075",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4878,53007,Valemount,2008,"  1,050",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4887,53012,McBride,2008,    656,BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4896,53023,Prince George,2008," 73,887",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4905,53033,Mackenzie,2008,"  4,315",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4914,53999,Unincorporated Areas - Fraser-Fort George,2008," 15,504",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4923,55003,Tumbler Ridge,2008,"  2,637",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4932,55005,Pouce Coupe,2008,    754,BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4941,55010,Chetwynd,2008,"  2,743",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4950,55014,Dawson Creek,2008," 11,704",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4959,55025,Hudson's Hope,2008,"  1,009",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4968,55030,Taylor,2008,"  1,415",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4977,55034,Fort St. John,2008," 18,704",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4986,55999,Unincorporated Areas - Peace River,2008," 22,264",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
4995,57999,Unincorporated Areas - Stikine,2008,    643,BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
5004,59007,Northern Rockies Regional Municipality,2008,"  5,484",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
5013,5999,Unincorporated Areas - Kootenay Boundary,2008," 10,362",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
5022,59999,Unincorporated Areas - Northern Rockies,2008,    510,BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
5031,7005,Osoyoos,2008,"  4,910",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
5040,7009,Keremeos,2008,"  1,331",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
5049,7014,Oliver,2008,"  4,684",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
5058,7024,Princeton,2008,"  2,845",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
5067,7035,Summerland,2008," 11,399",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
5076,7041,Penticton,2008," 33,142",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
5085,7999,Unincorporated Areas - Okanagan-Similkameen,2008," 23,807",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
5094,9009,Hope,2008,"  6,125",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
5103,9020,Chilliwack,2008," 75,937",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
5112,9027,Harrison Hot Springs,2008,"  1,548",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
5121,9032,Kent,2008,"  5,401",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
5130,9052,Abbotsford,2008,"131,583",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
5139,9056,Mission,2008," 36,178",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
5148,9999,Unincorporated Areas - Fraser Valley,2008," 17,047",BIOMASS,8.8825788,TOTAL DEMAND,OIL,461.5127
5157,1003,Elkford,2009,"  2,552",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5166,1006,Sparwood,2009,"  3,829",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5175,1012,Fernie,2009,"  4,457",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5184,1022,Cranbrook,2009," 19,660",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5193,1028,Kimberley,2009,"  6,808",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5202,1039,Invermere,2009,"  3,074",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5211,1040,Radium Hot Springs,2009,    861,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5220,1043,Canal Flats,2009,    771,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5229,15001,"Langley, District Municipality",2009,"102,918",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5238,15002,"Langley, City of",2009," 25,226",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5247,15004,Surrey,2009,"449,350",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5256,15007,White Rock,2009," 19,432",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5265,15011,Delta,2009,"100,306",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5274,15015,Richmond,2009,"190,917",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5283,15022,Vancouver,2009,"615,216",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5292,15025,Burnaby,2009,"222,934",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5301,15029,New Westminster,2009," 65,224",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5310,15034,Coquitlam,2009,"123,937",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5319,15036,Belcarra,2009,    660,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5328,15038,Anmore,2009,"  2,085",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5337,15039,Port Coquitlam,2009," 55,935",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5346,15043,Port Moody,2009," 32,628",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5355,15046,"North Vancouver, District Municipality",2009," 85,158",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5364,15051,"North Vancouver, City of",2009," 48,083",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5373,15055,West Vancouver,2009," 43,036",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5382,15062,Bowen Island,2009,"  3,419",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5391,15065,Lions Bay,2009,"  1,321",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5400,15070,Pitt Meadows,2009," 17,797",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5409,15075,Maple Ridge,2009," 74,851",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5418,15999,Unincorporated Areas - Greater Vancouver,2009," 20,790",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5427,17005,North Saanich,2009," 10,973",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5436,17010,Sidney,2009," 11,439",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5445,17015,Central Saanich,2009," 16,212",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5454,17021,Saanich,2009,"112,246",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5463,17030,Oak Bay,2009," 18,362",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5472,17034,Victoria,2009," 81,875",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5481,17040,Esquimalt,2009," 16,936",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5490,17041,Colwood,2009," 16,059",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5499,17042,Metchosin,2009,"  4,806",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5508,17044,Langford,2009," 27,228",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5517,17047,View Royal,2009,"  9,344",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5526,17049,Highlands,2009,"  2,043",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5535,17052,Sooke,2009," 10,997",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5544,17999,Unincorporated Areas - Capital,2009," 24,925",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5553,19008,North Cowichan,2009," 28,677",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5562,19012,Duncan,2009,"  5,137",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5571,19016,Lake Cowichan,2009,"  3,060",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5580,19021,Ladysmith,2009,"  8,002",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5589,1999,Unincorporated Areas - East Kootenay,2009," 16,264",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5598,19999,Unincorporated Areas - Cowichan Valley,2009," 35,971",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5607,21007,Nanaimo,2009," 83,769",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5616,21008,Lantzville,2009,"  3,759",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5625,21018,Parksville,2009," 11,645",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5634,21023,Qualicum Beach,2009,"  8,730",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5643,21999,Unincorporated Areas - Nanaimo,2009," 38,597",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5652,23008,Port Alberni,2009," 18,121",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5661,23019,Ucluelet,2009,"  1,582",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5670,23025,Tofino,2009,"  1,844",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5679,23999,Unincorporated Areas - Alberni-Clayoquot,2009," 10,152",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5688,24025,Gold River,2009,"  1,342",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5697,24029,Zeballos,2009,    153,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5706,24030,Tahsis,2009,    347,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5715,24034,Campbell River,2009," 31,407",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5724,24039,Sayward,2009,    331,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5733,24999,Unincorporated Areas - Strathcona,2009," 10,314",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5742,26005,Comox,2009," 13,359",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5751,26010,Courtenay,2009," 24,169",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5760,26014,Cumberland,2009,"  3,251",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5769,26999,Unincorporated Areas - Comox Valley,2009," 22,492",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5778,27008,Powell River,2009," 13,408",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5787,27806,Sechelt Ind Gov Dist (Part-Powell River),2009,     23,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5796,27999,Unincorporated Areas - Powell River,2009,"  6,814",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5805,29005,Gibsons,2009,"  4,426",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5814,29011,Sechelt District Municipality,2009,"  9,147",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5823,29803,Sechelt Ind Gov Dist (Part-Sunshine Coast),2009,    877,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5832,29999,Unincorporated Areas - Sunshine Coast,2009," 14,559",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5841,3004,Creston,2009,"  5,225",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5850,3011,Salmo,2009,"  1,084",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5859,3015,Nelson,2009," 10,212",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5868,3019,Slocan,2009,    304,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5877,3023,Kaslo,2009,"  1,122",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5886,3027,Silverton,2009,    197,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5895,3032,New Denver,2009,    501,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5904,3045,Castlegar,2009,"  7,789",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5913,3050,Nakusp,2009,"  1,592",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5922,31006,Squamish,2009," 17,027",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5931,31012,Pemberton,2009,"  2,527",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5940,31020,Whistler,2009," 10,165",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5949,31026,Lillooet,2009,"  2,408",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5958,31999,Unincorporated Areas - Squamish-Lillooet,2009,"  6,854",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5967,33006,Merritt,2009,"  7,373",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5976,33015,Lytton,2009,    241,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5985,33019,Ashcroft,2009,"  1,706",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
5994,33024,Cache Creek,2009,"  1,079",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6003,33028,Clinton,2009,    634,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6012,33035,Logan Lake,2009,"  2,128",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6021,33042,Kamloops,2009," 86,920",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6030,33045,Sun Peaks Mountain,2009,    418,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6039,33054,Chase,2009,"  2,545",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6048,33067,Clearwater,2009,"  2,372",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6057,33074,Barriere,2009,"  1,696",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6066,33999,Unincorporated Areas - Thompson-Nicola,2009," 23,573",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6075,35010,Kelowna,2009,"116,921",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6084,35016,Lake Country,2009," 11,150",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6093,35018,Peachland,2009,"  5,137",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6102,35029,West Kelowna,2009," 30,559",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6111,35999,Unincorporated Areas - Central Okanagan,2009," 14,612",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6120,37005,Lumby,2009,"  1,736",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6129,37010,Coldstream,2009," 10,184",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6138,37014,Vernon,2009," 38,555",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6147,37024,Spallumcheen,2009,"  5,083",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6156,37028,Armstrong,2009,"  4,776",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6165,37033,Enderby,2009,"  2,986",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6174,37999,Unincorporated Areas - North Okanagan,2009," 18,814",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6183,39007,Golden,2009,"  3,875",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6192,39019,Revelstoke,2009,"  7,315",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6201,39032,Salmon Arm,2009," 17,639",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6210,39045,Sicamous,2009,"  2,567",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6219,3999,Unincorporated Areas - Central Kootenay,2009," 30,812",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6228,39999,Unincorporated Areas - Columbia-Shuswap,2009," 20,408",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6237,41005,One Hundred Mile House,2009,"  1,930",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6246,41009,Williams Lake,2009," 11,178",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6255,41013,Quesnel,2009," 10,047",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6264,41025,Wells,2009,    244,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6273,41999,Unincorporated Areas - Cariboo,2009," 40,770",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6282,43008,Alert Bay,2009,    417,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6291,43012,Port McNeill,2009,"  2,607",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6300,43017,Port Alice,2009,    850,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6309,43023,Port Hardy,2009,"  4,100",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6318,43999,Unincorporated Areas - Mount Waddington,2009,"  3,871",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6327,45999,Unincorporated Areas - Central Coast,2009,"  3,242",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6336,47007,Port Edward,2009,    587,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6345,47012,Prince Rupert,2009," 12,988",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6354,47023,Masset,2009,    930,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6363,47026,Daajing Giids,2009,    975,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6372,47030,Port Clements,2009,    412,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6381,47999,Unincorporated Areas - Skeena-Queen Charlotte,2009,"  3,778",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6390,49005,Kitimat,2009,"  8,968",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6399,49011,Terrace,2009," 11,832",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6408,49022,Hazelton,2009,    311,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6417,49024,New Hazelton,2009,    661,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6426,49032,Stewart,2009,    494,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6435,49999,Unincorporated Areas - Kitimat-Stikine,2009," 16,817",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6444,5005,Fruitvale,2009,"  2,031",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6453,5009,Montrose,2009,"  1,042",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6462,5014,Trail,2009,"  7,573",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6471,5018,Warfield,2009,"  1,749",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6480,5023,Rossland,2009,"  3,612",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6489,5032,Grand Forks,2009,"  4,115",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6498,5037,Midway,2009,    634,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6507,5042,Greenwood,2009,    687,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6516,51007,Vanderhoof,2009,"  4,433",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6525,51009,Fraser Lake,2009,"  1,195",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6534,51013,Fort St. James,2009,"  1,600",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6543,51022,Burns Lake,2009,"  2,110",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6552,51032,Granisle,2009,    341,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6561,51034,Houston,2009,"  3,249",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6570,51038,Telkwa,2009,"  1,350",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6579,51043,Smithers,2009,"  5,475",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6588,51999,Unincorporated Areas - Bulkley-Nechako,2009," 19,968",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6597,53007,Valemount,2009,"  1,028",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6606,53012,McBride,2009,    631,BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
6615,53023,Prince George,2009," 73,836",BIOMASS,7.7862132,TOTAL DEMAND,OIL,430.8465
